hub,table,affected_satellites,other_verified_keys_on_table,candidate_discriminator_columns,note
HUB_RISK_OBJECT,BJAZ_GP_HOSPITAL_CASH,SAT_RISK_HEALTH_MEMBER_COVERAGE; SAT_RISK_HEALTH_MEMBER_MEDICAL; SAT_RISK_PERSON_INSURED,HUB_PROPOSAL(REFERENCE_ID); HUB_PRODUCT(PRODUCT_CODE); HUB_POLICY(MASTER_POLICY_NO); HUB_DISTRIBUTION_CHANNEL(IMD_CODE); HUB_DISTRIBUTION_CHANNEL(SUBIMD_ID); HUB_DISTRIBUTION_CHANNEL(PARTNER_ID); HUB_PARTY(USER_ID); HUB_PROPOSAL(KGC_PROPOSAL_NUMBER); HUB_PARTY(CLIENT_ID); HUB_FINANCIAL_ACCOUNT(S_ACCOUNT_NUMBER); HUB_PARTY(CUSTOMER_ID); HUB_PARTY(SM_CODE); HUB_PARTY(BDR_CODE),CUSTOMER_TYPE,
HUB_RISK_OBJECT,BJAZ_GRP_HLT_DTLS,SAT_RISK_OBJECT_CORE,HUB_POLICY(REG_NO); HUB_PRODUCT(PRODUCT); HUB_ASSESSMENT(SCRUTINY_NO); HUB_ORG_UNIT(BRANCH); HUB_ORG_UNIT(DEPARTMENT); HUB_POLICY(POLICY_NO); HUB_QUOTE(QUOTE_SUB_NO); HUB_QUOTE(QUOTE_NO); HUB_QUOTE(QUOTE_REF_NO); HUB_PROPOSAL(QUOTE_REF_NO),"CATEGORY, STATUS, INDUSTRY_TYPE, QUOTE_STATUS, QUOTE_SUB_STATUS, PER_PERSON_PREM_TYPE, BUSINESS_TYPE, POLICY_TYPE",
HUB_RISK_OBJECT,BJAZ_GRP_HLT_MATERNITY_DTLS,SAT_RISK_HEALTH_MEMBER_COVERAGE,HUB_POLICY(REG_NO); HUB_PRODUCT(PRODUCT); HUB_QUOTE(QUOTE_SUB_NO); HUB_QUOTE(QUOTE_NO),TAX_CODE,
HUB_RISK_OBJECT,BJAZ_HAT_ID_MEM_DETLS,SAT_RISK_HEALTH_MEMBER_COVERAGE; SAT_RISK_HEALTH_MEMBER_MEDICAL; SAT_RISK_HEALTH_PED_WAITING; SAT_RISK_PERSON_INSURED,HUB_POLICY(CONTRACT_ID); HUB_PARTY(MEMBER_NO); HUB_PARTY(PART_ID),"STATUS, REWORK_FLAG",
HUB_RISK_OBJECT,BJAZ_HC_PART_EXTN,SAT_RISK_HEALTH_MEMBER_COVERAGE; SAT_RISK_PERSON_INSURED,HUB_POLICY(CONTRACT_ID); HUB_PARTY(PART_ID),"ACTION_CODE, RATE_STATUS, STATUS",
HUB_RISK_OBJECT,BJAZ_HDFC_FLEXIPA,SAT_RISK_HEALTH_MEMBER_MEDICAL; SAT_RISK_PERSON_INSURED,HUB_PARTY(BDR_CODE); HUB_PARTY(CLIENT_ID); HUB_PARTY(CUSTOMER_ID); HUB_PARTY(SM_CODE); HUB_PARTY(USER_ID); HUB_PRODUCT(PRODUCT_CODE); HUB_DISTRIBUTION_CHANNEL(IMD_CODE); HUB_DISTRIBUTION_CHANNEL(PARTNER_ID); HUB_DISTRIBUTION_CHANNEL(SUBIMD_ID); HUB_PROPOSAL(BA_LEAD_NO); HUB_FINANCIAL_ACCOUNT(S_ACCOUNT_NUMBER),,"no candidate discriminator column found at all -- would need a literal/mapper-supplied one, not just confirmation of an existing column"
HUB_RISK_OBJECT,BJAZ_HDFC_SEC_FHPP,SAT_RISK_HEALTH_MEMBER_COVERAGE; SAT_RISK_HEALTH_MEMBER_MEDICAL; SAT_RISK_PERSON_INSURED,HUB_PROPOSAL(BA_LEAD_NO); HUB_POLICY(REFERENCE_ID); HUB_PRODUCT(PRODUCT_CODE); HUB_POLICY(MASTER_POLICY_NO); HUB_DISTRIBUTION_CHANNEL(IMD_CODE); HUB_DISTRIBUTION_CHANNEL(SUBIMD_ID); HUB_DISTRIBUTION_CHANNEL(PARTNER_ID); HUB_PROPOSAL(KGC_PROPOSAL_NUMBER); HUB_PARTY(CLIENT_ID); HUB_FINANCIAL_ACCOUNT(S_ACCOUNT_NUMBER); HUB_PARTY(CUSTOMER_ID); HUB_PARTY(SM_CODE),CUSTOMER_TYPE,
HUB_RISK_OBJECT,BJAZ_HDFC_SURK_SHOP,SAT_RISK_HEALTH_MEMBER_MEDICAL,HUB_POLICY(MASTER_POLICY_NO); HUB_POLICY(POLICY_REF); HUB_PARTY(USER_ID); HUB_PRODUCT(PRODUCT_CODE); HUB_DISTRIBUTION_CHANNEL(IMD_CODE); HUB_DISTRIBUTION_CHANNEL(PARTNER_ID); HUB_DISTRIBUTION_CHANNEL(SUBIMD_ID); HUB_QUOTE(QUOTE_NO),"CUSTOMER_TYPE, AUTO_REN_FLAG, CYBER_PROD_CODE",
HUB_RISK_OBJECT,BJAZ_HG_POL_DTLS,SAT_RISK_PERSON_INSURED,HUB_POLICY(CONTRACT_ID); HUB_POLICY(POLICY_REF); HUB_ORG_UNIT(COMPANY_ORG_UNIT); HUB_ORG_UNIT(DEPARTMENT_CODE); HUB_PRODUCT(PRODUCT_4DIGIT_CODE); HUB_DISTRIBUTION_CHANNEL(BUSINESS_SOURCE); HUB_COVERAGE(COVER_CODE); HUB_QUOTE(QUOTE_REF_NO); HUB_PARTY(PART_ID); HUB_PARTY(PROSPECT_ID); HUB_DISTRIBUTION_CHANNEL(MAIN_AGENT_CODE); HUB_PROPOSAL(QUOTE_REF_NO),"POLICY_TYPE, QUOTE_STATUS, POSTCODE, CURR_PINCODE, COUNTRY_CODE, SUB_AGENT_CODE, AUTH_CODE, MERCHANT_CODE, MAILING_PINCODE",
HUB_RISK_OBJECT,BJAZ_HLT_ENSURE_MEM_DTLS,SAT_RISK_HEALTH_MEMBER_COVERAGE; SAT_RISK_PERSON_INSURED,HUB_POLICY(CONTRACT_ID); HUB_PARTY(MEMBER_NO); HUB_DISTRIBUTION_CHANNEL(PARTNER_ID),ACTION_CODE,
HUB_RISK_OBJECT,BJAZ_HM_CASHLESS_INWARD,SAT_RISK_PERSON_INSURED,HUB_PARTY(HOSPITAL_ID); HUB_POLICY(POLICY_REF); HUB_CLAIM(CLAIM_ID),"INWARD_STATUS, DELETE_FLAG",
HUB_RISK_OBJECT,BJAZ_HM_COINSU_CLM_DTLS,SAT_RISK_HEALTH_MEMBER_COVERAGE; SAT_RISK_PERSON_INSURED,HUB_POLICY(POLICY_REF); HUB_PARTY(LDR_PID); HUB_PRODUCT(PROD_CD); HUB_CLAIM(CLAIM_ID),"STATUS, ICD_CODE, MEMBER_FLAG, RFA_STATUS",
HUB_RISK_OBJECT,BJAZ_HM_GMC_AHC,SAT_RISK_PERSON_INSURED,HUB_POLICY(POLICY_NO),,"no candidate discriminator column found at all -- would need a literal/mapper-supplied one, not just confirmation of an existing column"
HUB_RISK_OBJECT,BJAZ_HM_HCM_EXTRACT,SAT_RISK_HEALTH_MEMBER_COVERAGE,"HUB_CLAIM(CLID); HUB_POLICY(POLICY); HUB_CLAIM(CLAIM_NO); HUB_PAYMENT_INSTRUMENT(CHEQUE_NO); HUB_FINANCIAL_ACCOUNT(BANK_AC_NO); HUB_DISTRIBUTION_CHANNEL(IMD_CODE); HUB_PARTY(HOSPITAL_ID); HUB_DISTRIBUTION_CHANNEL(PARTNER_ID); HUB_PARTY(PID); HUB_LOSS_EVENT(CLAIM_NO); HUB_FINANCIAL_TRANSACTION(CLAIM_NO,UTR_NO); HUB_PAYMENT_INSTRUMENT(UTR_NO); HUB_LOCATION(POLICY_LOCATION)","HOSPITAL_TYPE, ROOM_CATEGORY, CLAIM_TYPE, TREATMENT_TYPE, CLAIM_STATUS, ICD_CODE, DISEASE_CATEGORY, PAY_STATUS, CLAIM_CLOSE_STATUS, IP_TYPE, ELIGIBLE_ROOM_CATEGORY, AVAILED_ROOM_CATEGORY",
HUB_RISK_OBJECT,BJAZ_HM_INWARD_DTLS,SAT_RISK_PERSON_INSURED,HUB_DOCUMENT(INWARD_ID); HUB_CLAIM(CLAIM_ID); HUB_CLAIM(CLID_HPMS); HUB_PARTY(COURIER_ID); HUB_DOCUMENT(OUTWARD_ID); HUB_POLICY(POLICY_REF); HUB_LOCATION(LOCATION_CODE); HUB_LOSS_EVENT(CLAIM_ID),"DELETE_FLAG, DOCUMENT_FLAG, PRIORITY_FLAG, HOSP_PRIORITY_FLAG, VIP_FLAG, HOSP_PORTAL_FLAG",
HUB_RISK_OBJECT,BJAZ_HM_MEMBER_DTLS,SAT_RISK_HEALTH_MEMBER_COVERAGE; SAT_RISK_PERSON_INSURED,HUB_POLICY(CONTRACT_ID); HUB_POLICY(POLICY_REF); HUB_PARTY(MEMBER_ID); HUB_DISTRIBUTION_CHANNEL(PARTNER_ID); HUB_FINANCIAL_ACCOUNT(BANK_AC_NO); HUB_PRODUCT(PRODUCT_CODE),"ACTION_CODE, HAT_EMPCODE, MEMBER_STATUS, MICR_CODE, MEMBER_FLAG, CTNY_INFOVIEW_FLAG, DELETE_FLAG",
HUB_RISK_OBJECT,BJAZ_HM_ORPHAN_REG,SAT_RISK_HEALTH_MEMBER_COVERAGE; SAT_RISK_PERSON_INSURED,HUB_CLAIM(CLAIM_ID); HUB_POLICY(POLICY_NUMBER); HUB_LOCATION(ORPHAN_LOC),"CLAIM_TYPE, DELETE_FLAG, ORPHAN_FOLLOW_FLAG",
HUB_RISK_OBJECT,BJAZ_HM_OUTWARD_DTLS,SAT_RISK_PERSON_INSURED,HUB_CLAIM(CLAIM_ID); HUB_CLAIM(CLID_HPMS); HUB_POLICY(POLICY_REF); HUB_LOCATION(LOCATION_CODE); HUB_DOCUMENT(OUTWARD_ID),"DOCUMENT_TYPE, DELETE_FLAG, LETTER_TYPE",
HUB_RISK_OBJECT,BJAZ_IHG_MEM_DTLS_EXTN,SAT_RISK_HEALTH_MEMBER_COVERAGE; SAT_RISK_HEALTH_MEMBER_MEDICAL; SAT_RISK_PERSON_INSURED,HUB_POLICY(CONTRACT_ID); HUB_PARTY(MEMBER_NO); HUB_POLICY(POLICY_REF); HUB_DISTRIBUTION_CHANNEL(PARTNER_ID); HUB_DOCUMENT(MEDICAL_REPORT),"ACTION_CODE, STATUS, MEM_ADD_FLAG",
HUB_RISK_OBJECT,BJAZ_ILLNESS_BASES_EXTN,SAT_RISK_HEALTH_MEMBER_COVERAGE; SAT_RISK_PERSON_INSURED,HUB_POLICY(CONTRACT_ID),ACTION_CODE,
HUB_RISK_OBJECT,BJAZ_INVESTIGATION_REPORTS,SAT_RISK_HEALTH_MEMBER_MEDICAL; SAT_RISK_PERSON_INSURED,HUB_CLAIM(CLAIM_ID),"OCCUPATION_TYPE, HOSPITAL_TYPE, DISABILITY_TYPE, BILL_VERI_FIND, SAVE_FLAG, DOCU_ROOM_TYPE",
HUB_RISK_OBJECT,BJAZ_PA_DETL_EXTN,SAT_RISK_PERSON_INSURED,HUB_POLICY(CONTRACT_ID); HUB_DISTRIBUTION_CHANNEL(PARTNER_ID),ACTION_CODE,
HUB_RISK_OBJECT,BJAZ_PNB_GPA_DATA,SAT_RISK_HEALTH_MEMBER_MEDICAL; SAT_RISK_PERSON_INSURED; SAT_RISK_PERSON_MEMBER,HUB_POLICY(MASTER_POLICY_NO); HUB_PARTY(BDR_CODE); HUB_PARTY(CLIENT_ID); HUB_PARTY(CUSTOMER_ID); HUB_PARTY(SM_CODE); HUB_PARTY(USER_ID); HUB_PRODUCT(PRODUCT_CODE); HUB_DISTRIBUTION_CHANNEL(IMD_CODE); HUB_DISTRIBUTION_CHANNEL(PARTNER_ID); HUB_DISTRIBUTION_CHANNEL(SUBIMD_ID); HUB_LOCATION(LOCATIONCODE); HUB_PROPOSAL(BA_LEAD_NO); HUB_PROPOSAL(KGC_PROPOSAL_NUMBER); HUB_FINANCIAL_ACCOUNT(S_ACCOUNT_NUMBER),"CUSTOMER_TYPE, PINCODE",
HUB_RISK_OBJECT,BJAZ_RR_PREM_DTLS,SAT_RISK_HEALTH_MEMBER_MEDICAL; SAT_RISK_PERSON_INSURED,HUB_POLICY(MASTER_POLICY_NO); HUB_PARTY(BDR_CODE); HUB_PARTY(CLIENT_ID); HUB_PARTY(CUSTOMER_ID); HUB_PARTY(SM_CODE); HUB_PARTY(USER_ID); HUB_PRODUCT(PRODUCT_CODE); HUB_DISTRIBUTION_CHANNEL(IMD_CODE); HUB_DISTRIBUTION_CHANNEL(PARTNER_ID); HUB_DISTRIBUTION_CHANNEL(SUBIMD_ID); HUB_PROPOSAL(BA_LEAD_NO); HUB_PROPOSAL(KGC_PROPOSAL_NUMBER); HUB_FINANCIAL_ACCOUNT(S_ACCOUNT_NUMBER),CUSTOMER_TYPE,
HUB_RISK_OBJECT,BJAZ_SCRUTINY_IP_DTLS,SAT_RISK_HEALTH_MEMBER_MEDICAL,HUB_DISTRIBUTION_CHANNEL(PARTNER_ID); HUB_ASSESSMENT(SCRUTINY_NO),"IP_TYPE, IP_UNQ_CODE, PARTNER_TYPE, PINCODE, MARITAL_STATUS, EMPLOYMENT_STATUS, MAIL_PINCODE",
HUB_RISK_OBJECT,BJAZ_SCR_HLTH_PORTABLE_DTLS,SAT_RISK_HEALTH_MEMBER_COVERAGE,HUB_ASSESSMENT(SCRUTINY_NO); HUB_CASE(REQUEST_NO); HUB_PARTY(MEMBER_IDENTIFIER); HUB_PARTY(MEMBER_REFERENCE_KEY); HUB_PARTY(MEMBER_IDENTIFIER_KEY),STATUS,
HUB_RISK_OBJECT,BJAZ_SH_MEM_DTLS_EXTN,SAT_RISK_HEALTH_MEMBER_COVERAGE; SAT_RISK_HEALTH_MEMBER_MEDICAL; SAT_RISK_PERSON_INSURED,HUB_POLICY(CONTRACT_ID); HUB_POLICY(POLICY_REF); HUB_PARTY(MEMBER_NO); HUB_DOCUMENT(MEDICAL_REPORT); HUB_DISTRIBUTION_CHANNEL(PARTNER_ID),"ACTION_CODE, STATUS",
HUB_RISK_OBJECT,BJAZ_SPP_MEMBER_DTLS,SAT_RISK_HEALTH_MEMBER_COVERAGE; SAT_RISK_HEALTH_MEMBER_MEDICAL; SAT_RISK_PERSON_INSURED,HUB_PARTY(MEMBER_NO); HUB_POLICY(CONTRACT_ID); HUB_POLICY(POLICY_NUMBER); HUB_DISTRIBUTION_CHANNEL(PARTNER_ID),ACTION_CODE,
HUB_RISK_OBJECT,BJAZ_STARPKG_FF_DTLS,SAT_RISK_HEALTH_MEMBER_MEDICAL; SAT_RISK_PERSON_INSURED,HUB_POLICY(CONTRACT_ID); HUB_DISTRIBUTION_CHANNEL(PARTNER_ID),"ACTION_CODE, SECTION_CODE, DEL_FLAG",
HUB_RISK_OBJECT,BJAZ_SUPER_SURAKSHA_DTLS,SAT_RISK_HEALTH_MEMBER_MEDICAL,HUB_POLICY(CONTRACT_ID); HUB_POLICY(POLICY_REF); HUB_PARTY(CUSTOMER_ID); HUB_PARTY(USER_ID); HUB_PRODUCT(PRODUCT_CODE); HUB_DISTRIBUTION_CHANNEL(IMD_CODE); HUB_DISTRIBUTION_CHANNEL(PARTNER_ID); HUB_DISTRIBUTION_CHANNEL(SUBIMD_CODE); HUB_LOCATION(LOCATION_CODE); HUB_ASSESSMENT(SCRUTINY_NO),"UPLOAD_STATUS, BORROWER_TYPE, PROPOSER_OCCUPATION_TYPE, PARTNER_TYPE, P_PINCODE, M_PINCODE, BUSINESS_TYPE, STATUS",
HUB_RISK_OBJECT,BJAZ_TPA_CLAIM_DETAILS_WS,SAT_RISK_HEALTH_MEMBER_COVERAGE; SAT_RISK_PERSON_INSURED,HUB_PARTY(CUSTOMER_ID); HUB_POLICY(POLICY_NO); HUB_PAYMENT_INSTRUMENT(CHEQUE_NO); HUB_CLAIM(BJAZ_CLAIM_ID); HUB_DISTRIBUTION_CHANNEL(PARTNER_ID); HUB_LOSS_EVENT(TPA_CLAIM_NO); HUB_FINANCIAL_TRANSACTION(TPA_TRANS_KEY); HUB_ORG_UNIT(OPERATING_OFFICE); HUB_ORG_UNIT(CONTROLLING_OFFICE); HUB_PARTY(HOSPITAL_CODE),"CLAIM_TYPE, CLAIM_CATEGORY, POLICY_TYPE, PRE_AUTH_STATUS, AGENT_CODE, DEVELOPMENT_CODE, OPERATING_CODE, SETTELEMENT_TYPE, STATUS, BENEFIT_TYPE, PINCODE, BRANCH_IFSC_CODE, BRANCH_MICR_CODE, NEFT_BANK_STATUS, ACCOUNT_TYPE, NEFT_ENABLE_FLAG, BJAZ_CLAIM_STATUS, WEB_APP_STATUS",
HUB_RISK_OBJECT,BJAZ_TRV_CLM_ITRACK_DTLS,SAT_RISK_PERSON_INSURED,HUB_POLICY(POLICY_NO); HUB_CASE(ITRACK_NO),"ZIP_CODE, ITRACK_STATUS, CLAIM_TYPE",
HUB_RISK_OBJECT,BJAZ_WS_FAMILY_DTLS_BANDHAN,SAT_RISK_PERSON_MEMBER,HUB_POLICY(PMASTERPOLICYNUMBER),,"no candidate discriminator column found at all -- would need a literal/mapper-supplied one, not just confirmation of an existing column"
HUB_RISK_OBJECT,T_PREM_DATA_COM,SAT_RISK_PERSON_MEMBER,HUB_POLICY(CONTRACT_ID); HUB_POLICY(POLICY_REF); HUB_COVERAGE(COVER_CODE); HUB_PRODUCT(PRODUCT_CODE); HUB_DISTRIBUTION_CHANNEL(PARTNER_ID); HUB_ORG_UNIT(BRANCH_CODE); HUB_ORG_UNIT(DEPARTMENT_CODE),"COINS_FLAG, INTERMEDIARY_CODE, INTERMEDIARY_TYPE, SUB_AGENT_CODE, DEALER_CODE, CHEQUE_STATUS, BUSINESS_TYPE, TRANSACTION_TYPE, ENDORSEMENT_TYPE, OLD_PRODUCT_CODE, PLAN_CODE, POLICY_TYPE, BAGIC_STATUS, RECEIPT_TYPE, VEHICLE_TYPE, FUEL_TYPE, HPR_COVERFLAG, BFL_EMI_IND",
